Date,Customer ID,Product Name,Category,Price,Quantity,Discount,Sales,Rating
08-10-2018,113253,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,12,9295,3
30-07-2019,120344,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,12,18479,2
12-10-2018,116665,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,12,13023,4
20-09-2019,114387,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,12,13199,1
22-12-2018,194106,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,6,8741,4
16-09-2019,100439,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,5
01-05-2019,130189,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,7,13949,4
13-06-2020,176720,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,1,30680,4
17-01-2018,163024,Dell Vostro 15 3581 ,Laptop,41490,1,13,36096,3
22-08-2018,166452,Acer Aspire 3 A315,Laptop,17499,1,13,15224,2
03-01-2018,191485,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,6,751,2
25-05-2018,141882,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,1,2965,2
03-02-2018,178020,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,4,4219,4
20-07-2018,158964,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,0,16995,3
12-02-2018,136047,Oppo A12s,Mobile,14610,1,12,12857,3
25-02-2018,147202,LG Aristo 5,Mobile,13165,1,0,13165,3
21-08-2018,168582,Tecno Spark 5 Pro,Mobile,12306,1,6,11568,3
08-06-2019,128463,Motorola One Vision Plus,Mobile,14860,1,15,12631,5
11-10-2018,109516,iQOO Z1x,Mobile,10409,1,5,9889,3
15-01-2018,150939,Lava Z61 Pro,Mobile,10576,1,8,9730,1
14-04-2018,174760,Motorola Moto G 5G Plus,Mobile,14924,1,1,14775,2
26-01-2018,128969,Honor X10 Max,Mobile,12091,1,9,11003,2
12-03-2018,144403,Samsung Galaxy M31,Mobile,12095,1,1,11974,3
05-06-2020,167487,Motorola One Fusion Plus,Mobile,19173,1,15,16297,1
06-11-2018,107098,Samsung Galaxy M21,Mobile,16684,1,5,15850,3
04-05-2020,142452,Realme X3,Mobile,19687,1,1,19490,3
10-03-2019,196170,Xiaomi Redmi Note 8,Mobile,15358,1,6,14437,2
27-03-2019,122763,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,8,9718,4
08-01-2018,177555,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,12,18479,4
16-10-2019,165181,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,1,14651,3
12-12-2018,163671,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,8,13799,3
09-03-2020,104951,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,13,8090,4
28-05-2018,192889,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,0,19590,4
07-06-2019,175411,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,6,14099,1
14-01-2018,114987,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,3,30060,4
11-09-2019,169483,Dell Vostro 15 3581 ,Laptop,41490,1,5,39416,2
22-02-2020,199408,Acer Aspire 3 A315,Laptop,17499,1,11,15574,1
16-08-2019,118078,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,13,695,5
16-02-2018,176442,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,9,2725,2
03-04-2020,146085,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,3
05-02-2020,180446,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,1,16825,3
26-07-2018,140978,Oppo A12s,Mobile,14610,1,14,12565,2
13-02-2019,130453,LG Aristo 5,Mobile,13165,1,3,12770,3
12-05-2019,101812,Tecno Spark 5 Pro,Mobile,12306,1,1,12183,2
03-07-2018,188365,Motorola One Vision Plus,Mobile,14860,1,14,12780,5
16-12-2019,160064,iQOO Z1x,Mobile,10409,1,13,9056,1
17-09-2018,157748,Lava Z61 Pro,Mobile,10576,1,5,10047,4
19-09-2018,146771,Motorola Moto G 5G Plus,Mobile,14924,1,2,14626,4
13-05-2020,108543,Honor X10 Max,Mobile,12091,1,5,11486,3
31-10-2018,175539,Samsung Galaxy M31,Mobile,12095,1,13,10523,2
22-05-2018,160887,Motorola One Fusion Plus,Mobile,19173,1,4,18406,2
15-02-2019,172233,Samsung Galaxy M21,Mobile,16684,1,8,15349,1
21-08-2018,166458,Realme X3,Mobile,19687,1,12,17325,2
31-01-2020,165123,Xiaomi Redmi Note 8,Mobile,15358,1,14,13208,5
15-03-2020,161436,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,12,9295,1
30-01-2018,197088,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,4,20159,2
09-07-2019,159801,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,0,14799,3
21-07-2018,116253,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,7,13949,3
19-07-2018,161920,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,8,8555,4
11-04-2020,141203,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,7,18219,3
11-09-2018,193628,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,2,14699,2
01-07-2018,181825,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,2
21-05-2020,130486,Dell Vostro 15 3581 ,Laptop,41490,1,10,37341,3
05-04-2020,130750,Acer Aspire 3 A315,Laptop,17499,1,8,16099,5
12-05-2019,183885,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,3
16-08-2019,114199,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,3,2905,5
26-04-2020,194259,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,3,4263,3
22-09-2019,133051,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,8,15635,5
03-01-2018,122850,Oppo A12s,Mobile,14610,1,7,13587,3
11-01-2019,179648,LG Aristo 5,Mobile,13165,1,3,12770,4
22-01-2019,153167,Tecno Spark 5 Pro,Mobile,12306,1,11,10952,5
11-05-2020,142945,Motorola One Vision Plus,Mobile,14860,1,9,13523,5
02-05-2020,103080,iQOO Z1x,Mobile,10409,1,6,9784,4
08-12-2019,123600,Lava Z61 Pro,Mobile,10576,1,8,9730,1
09-03-2018,171280,Motorola Moto G 5G Plus,Mobile,14924,1,12,13133,2
22-01-2018,131482,Honor X10 Max,Mobile,12091,1,4,11607,4
28-04-2018,132461,Samsung Galaxy M31,Mobile,12095,1,9,11006,1
28-01-2018,190963,Motorola One Fusion Plus,Mobile,19173,1,14,16489,2
11-07-2018,185764,Samsung Galaxy M21,Mobile,16684,1,7,15516,1
22-06-2020,177268,Realme X3,Mobile,19687,1,0,19687,3
03-06-2020,178838,Xiaomi Redmi Note 8,Mobile,15358,1,9,13976,1
17-11-2018,121267,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,15,8979,2
05-01-2018,136383,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,8,19319,5
24-06-2019,116038,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,6,13911,4
25-10-2019,151841,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,11,13349,5
16-06-2018,123703,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,11,8276,3
15-03-2018,122158,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,5,18611,3
23-09-2018,104671,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,12,13199,5
08-01-2020,114801,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,2,30370,2
27-04-2020,123380,Dell Vostro 15 3581 ,Laptop,41490,1,7,38586,1
11-11-2018,103119,Acer Aspire 3 A315,Laptop,17499,1,12,15399,5
27-09-2018,164041,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,12,703,3
16-10-2019,125324,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,15,2546,1
09-10-2018,166864,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,13,3824,5
13-05-2020,122912,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,1
14-07-2019,177390,Oppo A12s,Mobile,14610,1,0,14610,1
18-02-2018,186986,LG Aristo 5,Mobile,13165,1,0,13165,2
04-11-2018,103414,Tecno Spark 5 Pro,Mobile,12306,1,6,11568,4
10-11-2018,184172,Motorola One Vision Plus,Mobile,14860,1,10,13374,3
29-05-2018,166864,iQOO Z1x,Mobile,10409,1,11,9264,1
18-01-2018,142598,Lava Z61 Pro,Mobile,10576,1,10,9518,1
16-06-2019,101962,Motorola Moto G 5G Plus,Mobile,14924,1,14,12835,3
09-04-2018,153369,Honor X10 Max,Mobile,12091,1,15,10277,1
30-09-2018,130192,Samsung Galaxy M31,Mobile,12095,1,3,11732,2
02-07-2018,153944,Motorola One Fusion Plus,Mobile,19173,1,13,16681,1
18-07-2019,112083,Samsung Galaxy M21,Mobile,16684,1,9,15182,3
02-04-2018,154513,Realme X3,Mobile,19687,1,0,19687,1
31-01-2020,189772,Xiaomi Redmi Note 8,Mobile,15358,1,13,13361,3
04-08-2018,161116,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,14,9084,2
26-05-2018,172631,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,11,18689,5
18-08-2019,171191,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,0,14799,4
19-10-2019,194763,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,9,13649,5
06-02-2018,171070,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,1,9206,3
05-03-2019,137491,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,8,18023,5
15-01-2018,111995,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,14,12899,1
24-02-2019,192560,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,0,30990,3
08-01-2019,105990,Dell Vostro 15 3581 ,Laptop,41490,1,15,35267,5
28-02-2019,111822,Acer Aspire 3 A315,Laptop,17499,1,0,17499,1
14-02-2018,194670,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,6,751,5
14-10-2019,127263,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,8,2755,1
12-09-2018,100733,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,11,3912,1
11-05-2018,139470,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,11,15126,3
17-03-2018,182443,Oppo A12s,Mobile,14610,1,3,14172,4
06-06-2020,198029,LG Aristo 5,Mobile,13165,1,3,12770,1
10-05-2018,178041,Tecno Spark 5 Pro,Mobile,12306,1,15,10460,4
11-09-2019,166637,Motorola One Vision Plus,Mobile,14860,1,14,12780,2
03-06-2020,178425,iQOO Z1x,Mobile,10409,1,4,9993,2
12-12-2019,120601,Lava Z61 Pro,Mobile,10576,1,6,9941,1
01-01-2019,125125,Motorola Moto G 5G Plus,Mobile,14924,1,14,12835,3
29-06-2018,161917,Honor X10 Max,Mobile,12091,1,11,10761,2
06-06-2020,199165,Samsung Galaxy M31,Mobile,12095,1,9,11006,5
04-06-2020,180592,Motorola One Fusion Plus,Mobile,19173,1,4,18406,1
13-10-2018,178388,Samsung Galaxy M21,Mobile,16684,1,9,15182,1
17-06-2020,153555,Realme X3,Mobile,19687,1,12,17325,3
15-07-2018,155146,Xiaomi Redmi Note 8,Mobile,15358,1,4,14744,3
13-06-2020,172466,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,11,9401,1
07-10-2018,162983,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,9,19109,1
11-04-2018,147943,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,3,14355,3
14-04-2020,142553,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,8,13799,1
14-04-2019,188079,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,8,8555,2
18-03-2020,170809,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,2,19198,3
07-06-2020,112735,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,12,13199,1
15-04-2020,123311,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,1,30680,4
01-03-2019,119423,Dell Vostro 15 3581 ,Laptop,41490,1,4,39830,4
25-09-2019,180620,Acer Aspire 3 A315,Laptop,17499,1,14,15049,2
14-02-2019,193285,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,13,695,4
18-12-2019,193635,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,7,2785,5
04-05-2018,160340,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,3,4263,2
27-08-2018,158368,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,1,16825,1
06-07-2019,183810,Oppo A12s,Mobile,14610,1,15,12419,1
03-11-2019,144020,LG Aristo 5,Mobile,13165,1,14,11322,4
25-06-2018,143991,Tecno Spark 5 Pro,Mobile,12306,1,7,11445,2
26-10-2018,188325,Motorola One Vision Plus,Mobile,14860,1,12,13077,5
10-11-2019,114264,iQOO Z1x,Mobile,10409,1,14,8952,3
13-12-2019,126682,Lava Z61 Pro,Mobile,10576,1,9,9624,2
14-02-2020,182049,Motorola Moto G 5G Plus,Mobile,14924,1,1,14775,4
17-02-2019,106371,Honor X10 Max,Mobile,12091,1,1,11970,3
16-10-2019,123398,Samsung Galaxy M31,Mobile,12095,1,12,10644,1
23-12-2018,192112,Motorola One Fusion Plus,Mobile,19173,1,7,17831,2
25-04-2018,157372,Samsung Galaxy M21,Mobile,16684,1,3,16183,4
09-02-2019,123002,Realme X3,Mobile,19687,1,5,18703,3
30-03-2019,198359,Xiaomi Redmi Note 8,Mobile,15358,1,14,13208,1
31-05-2019,135370,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,5,10035,1
23-05-2020,168690,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,7,19529,3
20-10-2018,164762,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,6,13911,2
25-04-2018,175489,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,11,13349,5
29-07-2018,195542,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,1,9206,3
06-07-2018,128146,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,6,18415,4
12-02-2018,120881,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,1,14849,3
22-08-2019,132383,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,0,30990,5
26-02-2019,153902,Dell Vostro 15 3581 ,Laptop,41490,1,5,39416,1
10-12-2019,158890,Acer Aspire 3 A315,Laptop,17499,1,2,17149,1
10-10-2019,116621,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,15,679,2
18-10-2019,173511,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,11,2666,3
08-05-2020,128366,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,9,3999,5
07-12-2018,195771,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,12,14956,2
01-03-2020,105231,Oppo A12s,Mobile,14610,1,9,13295,2
30-04-2018,169804,LG Aristo 5,Mobile,13165,1,9,11980,2
04-04-2018,134756,Tecno Spark 5 Pro,Mobile,12306,1,4,11814,2
14-05-2020,129412,Motorola One Vision Plus,Mobile,14860,1,11,13225,2
25-07-2019,106379,iQOO Z1x,Mobile,10409,1,9,9472,5
19-06-2020,180455,Lava Z61 Pro,Mobile,10576,1,9,9624,3
01-12-2018,160266,Motorola Moto G 5G Plus,Mobile,14924,1,4,14327,3
21-12-2019,196721,Honor X10 Max,Mobile,12091,1,1,11970,2
14-07-2019,184157,Samsung Galaxy M31,Mobile,12095,1,10,10886,2
25-01-2018,173435,Motorola One Fusion Plus,Mobile,19173,1,8,17639,1
29-08-2018,129772,Samsung Galaxy M21,Mobile,16684,1,10,15016,5
12-04-2019,131356,Realme X3,Mobile,19687,1,3,19096,5
17-08-2019,158157,Xiaomi Redmi Note 8,Mobile,15358,1,4,14744,3
04-01-2020,160366,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,0,10563,2
04-02-2018,139427,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,2
20-09-2019,181327,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,12,13023,4
07-08-2018,104096,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,0,14999,4
11-06-2018,199039,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,12,8183,5
23-03-2020,144057,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,4
06-05-2019,110413,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,14,12899,2
26-06-2018,119457,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,13,26961,1
25-10-2018,137606,Dell Vostro 15 3581 ,Laptop,41490,1,1,41075,4
20-10-2019,108881,Acer Aspire 3 A315,Laptop,17499,1,8,16099,3
29-08-2019,156022,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,0,799,1
28-09-2018,161181,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,2,2935,1
30-10-2018,162412,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,11,3912,5
10-04-2020,130407,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,7,15805,1
05-01-2020,120015,Oppo A12s,Mobile,14610,1,12,12857,2
21-08-2019,181616,LG Aristo 5,Mobile,13165,1,14,11322,1
02-07-2018,176166,Tecno Spark 5 Pro,Mobile,12306,1,5,11691,5
24-08-2018,149102,Motorola One Vision Plus,Mobile,14860,1,0,14860,4
19-04-2018,148037,iQOO Z1x,Mobile,10409,1,6,9784,1
10-06-2020,187375,Lava Z61 Pro,Mobile,10576,1,15,8990,4
11-09-2018,163750,Motorola Moto G 5G Plus,Mobile,14924,1,6,14029,1
14-11-2019,168532,Honor X10 Max,Mobile,12091,1,2,11849,5
03-11-2019,124552,Samsung Galaxy M31,Mobile,12095,1,14,10402,4
14-09-2019,111923,Motorola One Fusion Plus,Mobile,19173,1,11,17064,3
09-04-2018,135979,Samsung Galaxy M21,Mobile,16684,1,5,15850,3
08-01-2018,115340,Realme X3,Mobile,19687,1,2,19293,1
29-12-2018,104788,Xiaomi Redmi Note 8,Mobile,15358,1,14,13208,2
30-06-2018,186848,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,10,9507,5
14-04-2018,198983,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,15,17849,2
28-03-2020,191656,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,4,14207,2
11-02-2018,157459,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,4,14399,3
09-05-2018,130903,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,11,8276,4
25-04-2020,155690,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,15,16652,1
03-11-2018,114237,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,10,13499,2
20-11-2018,194273,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,8,28511,1
12-04-2018,108388,Dell Vostro 15 3581 ,Laptop,41490,1,0,41490,5
03-08-2019,190733,Acer Aspire 3 A315,Laptop,17499,1,8,16099,1
28-03-2020,198216,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,2,783,5
12-07-2019,184889,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,7,2785,4
06-12-2019,182724,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,13,3824,4
04-02-2019,149399,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,1,16825,2
17-02-2019,116236,Oppo A12s,Mobile,14610,1,15,12419,1
13-01-2020,185422,LG Aristo 5,Mobile,13165,1,0,13165,1
09-04-2019,162205,Tecno Spark 5 Pro,Mobile,12306,1,11,10952,2
15-06-2018,136032,Motorola One Vision Plus,Mobile,14860,1,12,13077,1
10-10-2018,115527,iQOO Z1x,Mobile,10409,1,2,10201,5
03-12-2018,193057,Lava Z61 Pro,Mobile,10576,1,15,8990,3
28-01-2020,185584,Motorola Moto G 5G Plus,Mobile,14924,1,10,13432,4
03-05-2018,176683,Honor X10 Max,Mobile,12091,1,7,11245,3
28-06-2018,107666,Samsung Galaxy M31,Mobile,12095,1,15,10281,1
06-03-2019,117488,Motorola One Fusion Plus,Mobile,19173,1,0,19173,1
23-02-2019,175382,Samsung Galaxy M21,Mobile,16684,1,0,16684,3
22-03-2019,120039,Realme X3,Mobile,19687,1,2,19293,2
27-06-2018,196919,Xiaomi Redmi Note 8,Mobile,15358,1,14,13208,3
07-03-2020,150024,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,6,9929,3
10-06-2019,177670,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,8,19319,2
19-05-2020,147439,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,5,14059,2
05-12-2018,193036,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,8,13799,3
04-07-2019,129500,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,13,8090,2
16-04-2019,167634,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,7,18219,2
24-04-2019,196502,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,9,13649,2
09-03-2018,191185,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,12,27271,4
05-07-2018,131485,Dell Vostro 15 3581 ,Laptop,41490,1,0,41490,1
28-05-2018,106419,Acer Aspire 3 A315,Laptop,17499,1,15,14874,5
16-05-2019,168090,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,2,783,5
11-07-2018,172818,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,15,2546,4
12-06-2018,141883,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,13,3824,2
05-12-2018,151877,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,15,14446,4
27-07-2018,131377,Oppo A12s,Mobile,14610,1,11,13003,4
28-08-2019,175052,LG Aristo 5,Mobile,13165,1,6,12375,3
18-11-2018,194178,Tecno Spark 5 Pro,Mobile,12306,1,14,10583,4
24-02-2020,188915,Motorola One Vision Plus,Mobile,14860,1,4,14266,1
22-09-2018,126905,iQOO Z1x,Mobile,10409,1,1,10305,1
07-05-2019,170159,Lava Z61 Pro,Mobile,10576,1,11,9413,5
05-11-2018,141442,Motorola Moto G 5G Plus,Mobile,14924,1,12,13133,5
15-03-2018,109669,Honor X10 Max,Mobile,12091,1,14,10398,3
08-03-2018,182714,Samsung Galaxy M31,Mobile,12095,1,2,11853,5
30-11-2018,165607,Motorola One Fusion Plus,Mobile,19173,1,2,18790,5
14-09-2019,171496,Samsung Galaxy M21,Mobile,16684,1,1,16517,4
03-05-2020,140460,Realme X3,Mobile,19687,1,2,19293,4
21-03-2019,129616,Xiaomi Redmi Note 8,Mobile,15358,1,8,14129,3
22-09-2019,180075,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,12,9295,5
12-02-2019,101171,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,4,20159,3
14-04-2018,123431,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,8,13615,1
19-09-2019,170696,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,4,14399,4
15-01-2018,141175,Micromax 32T8361HD 32 inch HD ready LED TV,LED TV,9299,1,14,7997,2
19-05-2020,182325,Samsung RT28M3022S8 253 L 2 Star Inverter Frost Free Double Door Refrigerator,Refrigerator,19590,1,4,18806,3
27-02-2020,192315,LG GL-D201ABPX 190 L 4 Star Direct Cool Single Door Refrigerator,Refrigerator,14999,1,15,12749,2
12-11-2018,152665,Samsung RT30K3723S8 275 L 3 Star Frost Free Double Door Refrigerator,Refrigerator,30990,1,1,30680,5
02-01-2020,183517,Dell Vostro 15 3581 ,Laptop,41490,1,2,40660,5
19-02-2018,130794,Acer Aspire 3 A315,Laptop,17499,1,5,16624,4
03-05-2019,161172,Roadster Unisex Green & Black Digital Watch MFB-PN-OS-1613,Digital Watch,799,1,15,679,5
05-12-2019,128001,Casio Youth Digital Men Black Digital watch D080,Digital Watch,2995,1,6,2815,2
21-01-2018,102081,Casio G-Shock Men Black Digital watch G001,Digital Watch,4395,1,1,4351,3
03-05-2020,154500,Casio G-Shock Men Green Digital watch G486,Digital Watch,16995,1,15,14446,4
30-04-2018,166281,Oppo A12s,Mobile,14610,1,10,13149,5
30-05-2020,185658,LG Aristo 5,Mobile,13165,1,8,12112,3
04-03-2020,197960,Tecno Spark 5 Pro,Mobile,12306,1,4,11814,1
18-04-2018,194129,Motorola One Vision Plus,Mobile,14860,1,1,14711,3
29-12-2019,147131,iQOO Z1x,Mobile,10409,1,12,9160,2
25-12-2018,190292,Lava Z61 Pro,Mobile,10576,1,7,9836,1
20-03-2019,151843,Motorola Moto G 5G Plus,Mobile,14924,1,9,13581,2
19-02-2020,122838,Honor X10 Max,Mobile,12091,1,11,10761,4
29-01-2020,117861,Samsung Galaxy M31,Mobile,12095,1,12,10644,5
25-10-2018,129235,Motorola One Fusion Plus,Mobile,19173,1,10,17256,3
09-07-2018,199622,Samsung Galaxy M21,Mobile,16684,1,7,15516,4
22-03-2020,196920,Realme X3,Mobile,19687,1,4,18900,3
18-02-2019,171182,Xiaomi Redmi Note 8,Mobile,15358,1,9,13976,2
15-08-2018,124011,Xiaomi Redmi Note 9 Pro Max,Mobile,10563,1,3,10246,1
02-05-2019,174094,LG 32LJ573D 32 inch HD ready Smart LED TV,LED TV,20999,1,10,18899,2
17-04-2019,109079,Noble Skiodo BLT39OD01 39 Inch HD Ready ,LED TV,14799,1,5,14059,1
20-08-2018,171431,Samsung UA32J4003AR 32 inch HD ready LED TV,LED TV,14999,1,1,14849,3
